"id","name","description","location","pricePerAdult","pricePerChild","pricePerBaby","accommodationCapacityJson","isActive","createdAt","updatedAt"
"6d23a7cb-a201-5d93-815e-3a50eaad3b18","Espinosa de los Monteros","Ayuntamiento | Instalaciones: comedor cerrado, piscina","Espinosa de los monteros, Burgos","33.0","0","0","{""rooms"": ""80 capacidad"", ""tents"": ""capacidad aprox 200"", ""campingArea"": ""Sí"", ""parking"": ""No hay problema""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"c4b9c4be-6e87-5cb7-8202-3bd73e1a0eff","Camp. Juv. Las Castellanas","Ayuntamiento / maximo 80 personas","Pasarón de la Vega, Cáceres","25.0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"17b6263f-e5df-51f9-9957-f5c63c912520","Camp. Juv. Valle del jerte","Ayuntamiento","Jerte, Cáceres","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"3560f5a3-21dd-5209-ae4a-e0ab47c32006","Los Palancares","estuvimos hace 3 años","Los palancares, Cuenca","0","0","0","{""cabins"": ""65""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"5b024f30-5da7-506a-bce9-1c2a63f02c1e","Campa de Arcas","Abuvi 2022","Arcas, Cuenca","0","0","0","{""tents"": ""10 tipis""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"45c74cc2-320d-540c-bcc5-f13c45538178","Campa piedralaves","","","0","0","0","{""rooms"": ""5"", ""cabins"": ""15""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"a0a3d9b2-9635-5bd0-a993-87fe99aa4461","Campa. El Pielago","Lo malo que tiene un festival todos los años hasta el 20 de agosto aprox. muy majete, nos conoce. En espera de 15 dic 2025 para cerrar con ese grupo. Comedor con capacidad para 220 pax. Menores 30 a a 25 + iva (27,5) y mayores 30a 30 iva.","Navamorcuende, Toledo","32.68","0","0","{""cabins"": ""40""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"78240760-2b86-5093-9f22-303f4c943294","Campa. Lancha del pinillo","6 cabañas (de 10, 12, 14,16 y 20 plazas)","Piedralaves, Ávila","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"0daa773f-e1e1-5c57-8caf-2b23d8a747c0","Montes Universales","Ayuntamiento","Orihuela del Tremedal, Teruel","0","0","0","{""rooms"": ""no"", ""cabins"": ""no""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"e8ab865c-0fc6-5c3c-878c-49b76e001b1d","Campa. Talayuelas","son los mismos que (2) y me avisa que está reservado, Marcos: ""he contactado en octubre de 2025 y tendríamos sitio) | Instalaciones: comedor cerrado, piscina, pista polideportiva, pinar/zona arbolada","Talayuelas, Cuenca","38.0","0","0","{""rooms"": ""6 habitaciones de 10 plazas, 6 de 4 plazas,"", ""cabins"": ""7 con capacidad de 80 niños"", ""tents"": ""para 150 plazas"", ""campingArea"": ""si"", ""parking"": ""para 60""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"27e62b5d-e8bb-58af-8d46-512a696ac238","Campa. Valle del Tietar","Comedor con 140 dentro y 60 en el porche.  Son 7 cabañas y 4 habitaciones grupales en el video de youtube:  https://www.youtube.com/watch?v=cZ8dcnz7HrY | Instalaciones: comedor cerrado, piscina, pista polideportiva, pinar/zona arbolada","Piedralaves, Ávila","33.21","0","0","{""rooms"": ""8 +7"", ""cabins"": ""9+2"", ""tents"": ""si hay posibilidad pero campa pequeña"", ""campingArea"": ""si"", ""parking"": ""fuera""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"ca8fe4a4-3bd4-58c1-bca9-308aeb2c2149","Campamento ""las cabañas""","Son instalaciones separadas del camping Urbión. No están interesados en darnos servicio, lo trasladaron en llamada de primavera 2024. Alegan que ponemos demasiados requisitos | Instalaciones: piscina","Abejar, Soria","26.4","0","0","{""rooms"": ""2"", ""cabins"": ""15 (de 6 personas)"", ""campingArea"": ""si"", ""parking"": ""100""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"ff971e01-918c-5de3-9bbc-6af7428d7853","Campamento Fuente del Roble","","Cazorla, Jaén","0","0","0","{""rooms"": ""10??""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"171fa659-0f02-59a0-a2de-2241b131f00f","Campamento Gredos","Llamar al Ayto. Navarredonda. La señora que atiende gestiona las instalaciones pero dice que la cocina solamente tiene una nevera y que el resto tiene que ponerlo ella. No hace campaamentos la segunda semana de agosto.  Comedor pequeño de 130 plazas.","Sierra Gredos, Ávila","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"0b984fa0-d021-5bf0-bd49-dd15432a136d","Campamento Montecelo","Plazos tardíos para pedir en marzo","Paderne, Coruña, A","0","0","0","{""rooms"": ""SOLO HAB INDIVIDUALES""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"fc61352d-c15d-5d1f-b0d9-3db7b37b1803","Campamento Virgen del Camino","http://www.ordesa.net/campamentovirgendelcamino/tarifas.htm","Oto, Huesca","0","0","0","{""rooms"": ""12 (difirenetes )"", ""cabins"": ""34"", ""campingArea"": ""si""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"2fe0c310-2164-5b2a-b5e4-f0e3197e7eec","Campamento alto Tajo","(nos lo ofrece campamentos.info)","Beteta, Cuenca","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"a8a16e41-ef9f-581f-b372-535c4536d88b","Campamento de Navares de las Cuevas","","Navares de las Cuevas, Segovia","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"c7e5fde3-e351-5de2-933b-11afe2aafd8f","Campamento de Pineda","https://sprintem.com/index.php/alberguecasabernabe/#","Pineda, Burgos","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"f6f6d523-4aa1-5c62-ad20-d1f6e51829c8","Campamento de Villanueva del Duque","Instalaciones: piscina","Villanueva del Duque, Córdoba","35.0","0","0","{""rooms"": ""12 + 2 grandes"", ""cabins"": ""6 (de 8 personas)""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"3e2d71fc-5189-5300-b303-7820f27ba036","Campamento juvenil ""San Juan","Asociaciones inscritas en Registro de C-LM 20% desc. No cogen tlf, enviado correo electrónico. | Instalaciones: comedor cerrado, piscina, pista polideportiva, pinar/zona arbolada","Riopar, Albacete","40.84","0","0","{""cabins"": ""35""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"e6b981e4-ac80-5f6d-b886-6ba993acb721","CampamentoAlto del León","** rodaje peli LaLLamada","San Rafael, Segovia","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"c52e857c-6f14-5ad1-93bf-e8fe7976d819","Campemento Mediterráneo","","Oropesa, Castellón/Castelló","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"1febb210-9b2a-538d-8a43-b89806ac4b5f","Centro De Naturaleza Tarihuela","","Navajas, Valencia/València","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"f76c0b88-69b5-5619-9e2d-f1ced8b61bfa","Centro Ed. Amb. Sangural","","Hervás, Cáceres","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"9686c331-8b46-54ed-ae40-d7bb7793c56a","Cien lagos","","pirineo / Esterri d'Àneu, Lleida","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"2ecda62b-2a96-5d0a-8802-6a5d6d341f9b","Complejo Aldea Duero","","Salto de Saucelle, Salamanca","60.0","0","0","{""cabins"": ""26 casas rurales""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"04d5217f-0d0c-554f-9ffe-682e16c14ea7","El Colladito /  Sierra del Guadarrama","","Sierra del Guadarrama, Segovia","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"86e47abd-2440-5a8b-a152-c020dbbf2c40","El Colladito / Castillo de Castilnovo","Instalaciones: comedor cerrado, piscina, pista polideportiva, pinar/zona arbolada","Castilnovo, Segovia","25.0","0","0","{""cabins"": ""1 (casa piramidal/ socorrista)"", ""tents"": ""30+2 (gigantes)"", ""campingArea"": ""si"", ""parking"": ""si""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"45dcb733-3591-5eb8-9ef4-f6a69b431843","El guijo de Ávila","Instalaciones: comedor cerrado","El guijo de Ávila, Salamanca","28.0","0","0","{""cabins"": ""24 (35Eur)""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"8367ba95-cc20-59ee-bcf4-0089cbe575dc","EnCondemios","","Condemios de arriba, Guadalajara","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"3515db2d-c705-566c-8d5c-e2985defe518","LOS ARCES","Instalaciones: comedor cerrado, piscina, pinar/zona arbolada","Aras de los Olmos, Valencia/València","20.0","0","0","{""rooms"": ""6-7 (95 persona)"", ""campingArea"": ""si"", ""parking"": ""más de 60""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"48abc794-c02a-5116-82ae-3080cb14255e","La Aldea Juglar","Instalaciones: pista polideportiva","Jerte, Cáceres","20.0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"0ea235d1-0deb-5ab2-bc66-f8e6b6187dbc","La casa de los forestales","alicia.puebla@ocioyaventura.com","Villarrubia de los ojos, Toledo","31.0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"03422185-2ea8-5d95-bd0c-1d0d9d5eeea1","Laciana natura","","Villablino, León","0","0","0","{""rooms"": ""albergue 55 pers"", ""cabins"": ""18 cabañas de madera (9 de 4 plazas y 9 de 6 plazas)"", ""parking"": ""6oct22: Contesto a su email, quedo en llamar""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"487f192d-1e11-51cf-bb6f-8df6e135d987","Las cabañas ""Los búfalos""","","Cumbres Mayores, Huelva","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"31630277-c7f4-59ef-ba10-1763ed7455e1","Lájara","","Córdoba","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"1819f627-0817-5be3-b060-9e1bca742115","Molino de Butrera","Molino@butrera.es  /    Pondría carpa cerrada con setas de calefacción | Instalaciones: comedor cerrado, piscina","Butrera, Burgos","32.0","0","0","{""rooms"": ""24""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"b8e9a670-bf4f-5f1e-ab43-55a77c8de47e","NATURCAMPA","Dueño: Víctor, pendiente de llamada. Cabañas de adobe, comedor de 200pax + 100pax. ALBERGUE CON 100 PLAZAS.  VISITA: Preferentemente entre semana pero tiene flexibilidad, avisar con una semana de antelación. | Instalaciones: comedor cerrado, piscina, pista polideportiva, pinar/zona arbolada","Matapozuelos, Valladolid","29.0","0","0","{""campingArea"": ""480.000 m2"", ""parking"": ""antiguo zoo de Valladolid con parking""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"a59823ef-7c27-5822-bc3b-3d47bbda1670","Natu aventura","Enviado correo electrónico en su web.","Piedralaves, Ávila","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"69d676d5-e033-5898-9d46-c8ef5f85118b","Natura 2000 / JERTE","","Valdastillas // Jerte, Cáceres","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"0ad0ddd0-7cfe-5c83-94a2-a7f656944442","Palacio de la Teyería","Pequeño","Mestas de Con, Asturias","30.0","0","0","{""cabins"": ""37 entre cabañas y albergue"", ""parking"": ""Posibilidad de alquilar prado de al lado para aparcar por 5.000 eur.""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"a2a6724b-270c-5815-87d1-8fac0f920a72","Puerta del Campo","","San Ildefonso, Segovia","0","0","0","{""rooms"": ""22 cabañas de 8/10p\n4 cabañas 4 p con baño""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"c33bc21d-ba88-59f7-9878-43d35432418d","Puerto Peña / (Andevalo aventura)","es intermediario (https://www.andevaloaventura.com/wor/instalaciones/)","Huelva","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"e16228d1-ff87-57f5-8e50-eab5cc9f9b5e","Villaduke Esaventura","Se nos va de precio | Instalaciones: piscina","Villanueva del Duque, Córdoba","35.0","0","0","{""rooms"": ""12 + 2 grandes"", ""cabins"": ""6 (de 8 personas)""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"fdf02232-2ced-5808-8329-642d80bae5f8","Waingunga","(aneacamp) Se nos va de precio | Instalaciones: piscina","Lepe (junto), Huelva","40.0","0","0","{""rooms"": ""23 habitaciones (con baño) 160 camas"", ""tents"": ""12 (max 5 plazas con colchón)"", ""parking"": ""si""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"75cf573f-fced-5bcf-8780-770d1bf17fbf","campa","","Riopar, Albacete","0","0","0","{""cabins"": ""35 cabañas y refugio con 5 habitaciones. 4 de 6 pzas y 1 de 4 pzas.""}","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
"49c5cfc9-2797-56fc-8427-c096953105ad","Villamanín","","Villamanin, León","0","0","0","","True","2026-03-02 22:44:27","2026-03-02 22:44:27"
